"ACCOUNT_NAME"|"ACCOUNT_TYPE"|"ACCOUNT_DESCRIPTION"|"PARENT_ACCOUNT_ID"|"IS_INACTIVE"|"ACCOUNT_LEVEL"|"SUB_TYPE"|"IS_HEADER"|"ACCOUNT_BK"|"H_ACCOUNT_SID"|"H_PARENT_ACCOUNT_SID"|"WORKFLOW_PATH"|"WORKFLOW_NAME"|"WORKSPACE"|"SOURCE"|"LOAD_DATE_TIME"
"Less_Provn Depreciation B 29"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0350"|false|4|"FixedAsset"|false|"1-0360"|"826d70d5e15e58d58b80eed73e5cab3e802aa09e"|"ae8a22c8caeff0f9d8d98481883577ea19957552"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Improvements"|"Asset"|"Derived from QuickBooks account Improvements , of type FixedAsset, with cash flow classification Investing"|"1-0350"|false|4|"FixedAsset"|false|"1-0370"|"d9512763dd15639beba6c324378ff9014271eac2"|"ae8a22c8caeff0f9d8d98481883577ea19957552"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation I 29"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0350"|false|4|"FixedAsset"|false|"1-0375"|"ae4fa79b457907690dcd7ce0c9f045c4aca82052"|"ae8a22c8caeff0f9d8d98481883577ea19957552"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Land"|"Asset"|"Derived from QuickBooks account Land , of type FixedAsset, with cash flow classification Investing"|"1-0350"|false|4|"FixedAsset"|false|"1-0390"|"90e8a939ca07b72f0394aa8f2afa3590f2f2f7b3"|"ae8a22c8caeff0f9d8d98481883577ea19957552"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"226 Old Eltham Road"|"Asset"|"Derived from QuickBooks account Improvements , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0395"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fraser Fire Protection"|"Asset"|"Derived from QuickBooks account Fraser Fire Protection , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0405"|"146019847c2311340eddc95f0380243d91d853f0"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fraser Redevelopment"|"Asset"|"Derived from QuickBooks account Fraser Redevelopment , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0410"|"dcbbc1a5bc8c229bb0f2daea7a4aa04946149f44"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Lower Plenty Site"|"Asset"|"Derived from QuickBooks account Lower Plenty Site (Inprovements to Lower Plenty Grounds & Site), of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0415"|"426b2576a79d0bd9f59ff9b77ca045e80e7b70ed"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Naroo"|"Asset"|"Derived from QuickBooks account Naroo , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0420"|"c0be3b3748fdd54921b2fcda235a5241d8ff7887"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Rotunda"|"Asset"|"Derived from QuickBooks account Rotunda , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0425"|"f753a89b0ef56bef8435958979d4f837e0161e02"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation LP"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0440"|"735ecfd76196ec42bd026a10fc16668813ceac37"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Milley Lodge"|"Asset"|"Derived from QuickBooks account Milley Lodge , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0445"|"bcf8965ff67d3b73c2f41940045a4e73c5dabd35"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Original Buildings"|"Asset"|"Derived from QuickBooks account Original Buildings , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0450"|"642b2c2d3c0b88bac3d67e20f3845670abc8e026"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Original Land"|"Asset"|"Derived from QuickBooks account Original Land , of type FixedAsset, with cash flow classification Investing"|"1-0395"|false|4|"FixedAsset"|false|"1-0455"|"be1b47c8cb3951ad3ca6d3137dcc9bc92e5f4940"|"93429fed2309904e1cecdde469752b8a56d1ffac"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Computers & Office Equipment"|"Asset"|"Derived from QuickBooks account Computers & Office Equipment , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0475"|"2e3816c668d9c9d34ef51d33c67fc1dfb7d9df8d"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Computers etc @ Cost"|"Asset"|"Derived from QuickBooks account Computers etc @ Cost , of type FixedAsset, with cash flow classification Investing"|"1-0475"|false|4|"FixedAsset"|false|"1-0485"|"959b6f180af210937b11fe71d763a1111d634960"|"2e3816c668d9c9d34ef51d33c67fc1dfb7d9df8d"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation C&O"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0475"|false|4|"FixedAsset"|false|"1-0490"|"490a3bd57c92f0b4d3262ffc0c4a8df66829e601"|"2e3816c668d9c9d34ef51d33c67fc1dfb7d9df8d"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Furniture, Fixtures & Fittings"|"Asset"|"Derived from QuickBooks account Furniture, Fixtures & Fittings , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0495"|"689da41d2bc0764a1d4bb2b0cb94e5024668cf3b"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Furniture, Fixtures etc @ Cost"|"Asset"|"Derived from QuickBooks account Furniture etc @ Cost , of type FixedAsset, with cash flow classification Investing"|"1-0495"|false|4|"FixedAsset"|false|"1-0505"|"01f37fdc02fd21000dc9eb574a936c545849fc0f"|"689da41d2bc0764a1d4bb2b0cb94e5024668cf3b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation F&F"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0495"|false|4|"FixedAsset"|false|"1-0510"|"14ecadfb952dbf26ce62bd281d2864c54b15e2ce"|"689da41d2bc0764a1d4bb2b0cb94e5024668cf3b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Leasehold Improvements"|"Asset"|"Derived from QuickBooks account Leasehold Improvements , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0515"|"ce2ad8d5c4ca3e027d92faa4f63ba948b87e5623"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Leasehold Imp @ Cost"|"Asset"|"Derived from QuickBooks account Leasehold Imp @ Cost , of type FixedAsset, with cash flow classification Investing"|"1-0515"|false|4|"FixedAsset"|false|"1-0525"|"eb2d11eb7f9316e1e92441c079e9565b5301c9dc"|"ce2ad8d5c4ca3e027d92faa4f63ba948b87e5623"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation L"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0515"|false|4|"FixedAsset"|false|"1-0530"|"b700d0060ee4f05ed93e770092c77052bf2bc5d1"|"ce2ad8d5c4ca3e027d92faa4f63ba948b87e5623"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Motor Vehicles"|"Asset"|"Derived from QuickBooks account Motor Vehicles , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0535"|"13e5e38944a7f169c0e1ca224eb55d76b8e82d00"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation MV"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0535"|false|4|"FixedAsset"|false|"1-0545"|"ed7361a26212a500240cb94d836537a5536e30e9"|"13e5e38944a7f169c0e1ca224eb55d76b8e82d00"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Motor Vehicles @ Cost"|"Asset"|"Derived from QuickBooks account Motor Vehicles @ Cost , of type FixedAsset, with cash flow classification Investing"|"1-0535"|false|4|"FixedAsset"|false|"1-0550"|"edebcfe809fcd5aae84f15aa569e4d4d4bd9f175"|"13e5e38944a7f169c0e1ca224eb55d76b8e82d00"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Plant & Equipment"|"Asset"|"Derived from QuickBooks account Plant & Equipment , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0555"|"147d8adef6bedf4bb054bafbfc83fae814c47089"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation P&E"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0555"|false|4|"FixedAsset"|false|"1-0565"|"c5574b181d0e312371ca918e0a09a62bdbe308c4"|"147d8adef6bedf4bb054bafbfc83fae814c47089"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Plant etc @ Cost"|"Asset"|"Derived from QuickBooks account Plant etc @ Cost , of type FixedAsset, with cash flow classification Investing"|"1-0555"|false|4|"FixedAsset"|false|"1-0570"|"7ba72db868e23b24e7de2bca66e1ba153f4ef326"|"147d8adef6bedf4bb054bafbfc83fae814c47089"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Whitegoods & Appliances"|"Asset"|"Derived from QuickBooks account Whitegoods & Appliances , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0575"|"ce5912cbfa461a1bbc6fb33e6bf22c4d746dec4a"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Less_Provn Depreciation WG"|"Asset"|"Derived from QuickBooks account Less_Provn Depreciation , of type FixedAsset, with cash flow classification Investing"|"1-0575"|false|4|"FixedAsset"|false|"1-0585"|"b33f01cf7dd3b3ea74741f7b721c2c8b56ebf257"|"ce5912cbfa461a1bbc6fb33e6bf22c4d746dec4a"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Whitegoods etc @ Cost"|"Asset"|"Derived from QuickBooks account Whitegoods etc @ Cost , of type FixedAsset, with cash flow classification Investing"|"1-0575"|false|4|"FixedAsset"|false|"1-0590"|"54698af469dece708e794ca360661c9dec6b85a6"|"ce5912cbfa461a1bbc6fb33e6bf22c4d746dec4a"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Other Fixed Assets"|"Asset"|"Derived from QuickBooks account Other Fixed Assets , of type FixedAsset, with cash flow classification Investing"|"1-0267"|false|3|"OtherAsset"|true|"1-0595"|"b4388676b451b7124ec293f5d5e6051644f7469f"|"629dcdb5fd5a1e3748fd3d2b302dc2ffa45e2ca6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"WIP - Assets Under Constructio"|"Asset"|"Derived from QuickBooks account WIP - Assets Under Construction (Works In Progress - Deposits, Uncommisioned, etc), of type FixedAsset, with cash flow classification Investing"|"1-0595"|false|4|"FixedAsset"|false|"1-0605"|"565e5984d1e1daf7273a0e08a325a43f8acf73eb"|"b4388676b451b7124ec293f5d5e6051644f7469f"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cheque Account"|"Asset"|""|"1-0000"|true|2|"Bank"|false|"1-1000"|"f76a73f93f04c429d0f7eb86428ad2c38c2ff57f"|"927f9246e7015a542e5ee7be43f877c6e7a0836b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Electronic Clearing Account"|"Asset"|""|"1-0000"|true|2|"Bank"|false|"1-3000"|"5cdbd86c6e88c5e26a2a6a548f141e1d8eeda8a6"|"927f9246e7015a542e5ee7be43f877c6e7a0836b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Payroll Clearing Account"|"Asset"|""|"1-0000"|true|2|"Bank"|false|"1-4000"|"b71a2b0e954c77169ac35c84d65eca5c7222626f"|"927f9246e7015a542e5ee7be43f877c6e7a0836b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"ABN Withholding Credits"|"Asset"|""|"1-0000"|true|2|"OtherAsset"|false|"1-7000"|"834560310248f8f054561ca9b7854d3e28af2346"|"927f9246e7015a542e5ee7be43f877c6e7a0836b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Liabilities"|"Liability"|""||false|1|"OtherLiability"|true|"2-0000"|"1e8e6123942dde489bbdc5b8d0aad50de1a16a9a"||"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Current Liabilities"|"Liability"|""|"2-0000"|false|2|"OtherLiability"|true|"2-0010"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"1e8e6123942dde489bbdc5b8d0aad50de1a16a9a"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Accounts Payable"|"Liability"|"Derived from QuickBooks account 2000 Accounts Payable , of type AccountsPayable, with cash flow classification Operating"|"2-0010"|false|3|"AccountsPayable"|false|"2-0020"|"21dc3cdbe63cf99176cb0ca3f88fec591141fd05"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"MasterCard (Bendigo Bank)"|"Liability"|"Derived from QuickBooks account MasterCard (Bendigo Bank) , of type CreditCard, with cash flow classification Operating"|"2-0010"|false|3|"CreditCard"|false|"2-0060"|"a602a49da3c669f724c0d8fa0a6fadcb6df018c8"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Donations &Gov't Adv Unexpende"|"Liability"|"Derived from QuickBooks account Donations &Gov't Adv Unexpended , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|false|3|"OtherLiability"|true|"2-0100"|"d8eb3b9e2dbceeaa52414c56cbe7201794906b05"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Donations"|"Liability"|"Derived from QuickBooks account Donations , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0100"|false|4|"OtherCurrentLiability"|false|"2-0140"|"a13e04a94381f053675f5538a0d5bcde4998e744"|"d8eb3b9e2dbceeaa52414c56cbe7201794906b05"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Gov't Grants"|"Liability"|"Derived from QuickBooks account Gov't Grants , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0100"|false|4|"OtherCurrentLiability"|false|"2-0160"|"3b323f60f4f8e50345254b1cc7a19098af9a0e51"|"d8eb3b9e2dbceeaa52414c56cbe7201794906b05"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Govt Advances-Other"|"Liability"|"Derived from QuickBooks account Other , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0100"|true|4|"OtherCurrentLiability"|false|"2-0180"|"cf6907352c18f36b1f51de9f70f89b44fca8a5c6"|"d8eb3b9e2dbceeaa52414c56cbe7201794906b05"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Employee Provisions"|"Liability"|"Derived from QuickBooks account Employee Provisions , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|false|3|"OtherLiability"|true|"2-0200"|"18cb13c14dddea20d5c1512a83c75c880180ad19"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Annual Leave"|"Liability"|"Derived from QuickBooks account Annual Leave , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0200"|false|4|"OtherCurrentLiability"|false|"2-0240"|"fd7f243c226f2d1f29dd9156846cb0c57c2b60a7"|"18cb13c14dddea20d5c1512a83c75c880180ad19"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Back Pay"|"Liability"|"Derived from QuickBooks account Back Pay , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0200"|false|4|"OtherCurrentLiability"|false|"2-0260"|"6aca3a38829a25b5bf2986407e12a6c6ff39686b"|"18cb13c14dddea20d5c1512a83c75c880180ad19"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Long Service Leave"|"Liability"|"Derived from QuickBooks account Long Service Leave , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0200"|false|4|"OtherCurrentLiability"|false|"2-0280"|"266b7c573048f11076598fdf401452bdea3bc48e"|"18cb13c14dddea20d5c1512a83c75c880180ad19"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Funds Held in Trust"|"Liability"|"Derived from QuickBooks account Funds Held in Trust , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|false|3|"OtherLiability"|true|"2-0320"|"d09fea8b8230efacc90e0acb85afff7240a2229b"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Funds Held in Trust"|"Liability"|"Derived from QuickBooks account Funds Held in Trust , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0320"|true|4|"OtherCurrentLiability"|false|"2-0340"|"a159cad8a5cea011ee170414ad93782ca093afd0"|"d09fea8b8230efacc90e0acb85afff7240a2229b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Art Group"|"Liability"|"Derived from QuickBooks account Art Group , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0320"|false|4|"OtherCurrentLiability"|false|"2-0360"|"5a13f38bf4afd80d9d0f542ad00c0a6c2ab7b496"|"d09fea8b8230efacc90e0acb85afff7240a2229b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Residential Holiday Fund"|"Liability"|"Derived from QuickBooks account Residential Holiday Fund , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0320"|true|4|"OtherCurrentLiability"|false|"2-0440"|"7b0f9685c82940fc8d318f1c5d8932984ee084ef"|"d09fea8b8230efacc90e0acb85afff7240a2229b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Workshop Contract Funds"|"Liability"|"Derived from QuickBooks account Workshop Contract Funds , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0320"|false|4|"OtherCurrentLiability"|false|"2-0460"|"8af1dead42ca36af1a0bdc09b57e2629da270dac"|"d09fea8b8230efacc90e0acb85afff7240a2229b"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"General Provisions"|"Liability"|"Derived from QuickBooks account General Provisions (Manage larger items to annualise costs), of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|true|3|"OtherCurrentLiability"|false|"2-0540"|"edcba3f6fa17a7c76a43b5d145e6de46ec7de231"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Income in Advance"|"Liability"|"Derived from QuickBooks account Income in Advance (To maintain balances of private donations), of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|false|3|"OtherCurrentLiability"|false|"2-0545"|"d76cab6eb0aa691d1fec6df390e2b56c7b68948b"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Total GST"|"Liability"|""|"2-0010"|false|3|"OtherLiability"|true|"2-0550"|"017453f332f817645862645b252febe217822f7d"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"GST Collected"|"Liability"|""|"2-0550"|false|4|"OtherCurrentLiability"|false|"2-0570"|"aa95932a2f56e2142d574e5e7fcb4248a707ecca"|"017453f332f817645862645b252febe217822f7d"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"GST Paid"|"Liability"|""|"2-0550"|false|4|"OtherCurrentLiability"|false|"2-0580"|"02b6c4f2fb21f86e74f7a98575e30f38a53b7681"|"017453f332f817645862645b252febe217822f7d"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Sundry Creditors and Accruals"|"Liability"|"Derived from QuickBooks account Sundry Creditors and Accruals , of type OtherCurrentLiability, with cash flow classification Operating"|"2-0010"|false|3|"OtherCurrentLiability"|false|"2-0620"|"ba81af936fd550cb7364afae245537e06044a085"|"0b1dae98b06f7b6abdbb8a211b6f2b65ccfebaa4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
