AssignedBusinessUnitsID|ClientID|BusinessUnitID|h_client_sid|h_business_unit_sid|l_client_business_unit_sid|WORKFLOW_PATH|WORKFLOW_NAME|WORKSPACE|LOAD_DATE_TIME
85|277|6|f333160e6b20ba37686da89bbe5fab728a7d3d24|c1dfd96eea8cc2b62785275bca38ac261256e278|1352246e33277e9d3c9090a434fa72cfa6536ae2|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
86|104|4|78a8efcbaaa1a9a30f9f327aa89d0b6acaaffb03|1b6453892473a467d07372d45eb05abc2031647a|3c26dffc8a2e8804dfe2c8a1195cfaa5ef6d0014|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
87|104|3|78a8efcbaaa1a9a30f9f327aa89d0b6acaaffb03|77de68daecd823babbb58edb1c8e14d7106e83bb|e62d7f1eb43d87c202d2f164ba61297e71be80f4|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
88|43|4|0286dd552c9bea9a69ecb3759e7b94777635514b|1b6453892473a467d07372d45eb05abc2031647a|b37f6ddcefad7e8657837d3177f9ef2462f98acf|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
89|43|3|0286dd552c9bea9a69ecb3759e7b94777635514b|77de68daecd823babbb58edb1c8e14d7106e83bb|16b06bd9b738835e2d134fe8d596e9ab0086a985|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
90|59|6|5a5b0f9b7d3f8fc84c3cef8fd8efaaa6c70d75ab|c1dfd96eea8cc2b62785275bca38ac261256e278|2d0c8af807ef45ac17cafb2973d866ba8f38caa9|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
91|225|1|cfe21c6800c88f06d7d0683b1535821c75c954ad|356a192b7913b04c54574d18c28d46e6395428ab|4cd66dfabbd964f8c6c4414b07cdb45dae692e19|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
92|62|6|511a418e72591eb7e33f703f04c3fa16df6c90bd|c1dfd96eea8cc2b62785275bca38ac261256e278|8ee51caaa2c2f4ee2e5b4b7ef5a89db7df1068d7|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
93|63|7|a17554a0d2b15a664c0e73900184544f19e70227|902ba3cda1883801594b6e1b452790cc53948fda|08a35293e09f508494096c1c1b3819edb9df50db|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
94|63|6|a17554a0d2b15a664c0e73900184544f19e70227|c1dfd96eea8cc2b62785275bca38ac261256e278|215bb47da8fac3342b858ac3db09b033c6c46e0b|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
95|227|1|42d2a6ad49f93ab4b987b1a9e738425aacb8d2af|356a192b7913b04c54574d18c28d46e6395428ab|8e63fd3e77796b102589b1ba1e4441c7982e4132|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
96|65|6|2a459380709e2fe4ac2dae5733c73225ff6cfee1|c1dfd96eea8cc2b62785275bca38ac261256e278|6fb84aed32facd1299ee1e77c8fd2b1a6352669e|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
97|120|1|775bc5c30e27f0e562115d136e7f7edbd3cead89|356a192b7913b04c54574d18c28d46e6395428ab|812ed4562d3211363a7b813aa9cd2cf042b63bb2|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
98|284|4|7f35419a058e19d2b75e962dba149bddedec7606|1b6453892473a467d07372d45eb05abc2031647a|31bd9b9f5f7b338e41b56183a2f3008b541d7c84|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
99|284|3|7f35419a058e19d2b75e962dba149bddedec7606|77de68daecd823babbb58edb1c8e14d7106e83bb|9a79be611e0267e1d943da0737c6c51be67865a0|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
100|226|1|c1a38b8a671f58b20d4079b68d6533216db2a364|356a192b7913b04c54574d18c28d46e6395428ab|310b86e0b62b828562fc91c7be5380a992b2786a|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
101|66|6|59129aacfb6cebbe2c52f30ef3424209f7252e82|c1dfd96eea8cc2b62785275bca38ac261256e278|dbc0f004854457f59fb16ab863a3a1722cef553f|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
102|123|4|40bd001563085fc35165329ea1ff5c5ecbdbbeef|1b6453892473a467d07372d45eb05abc2031647a|c8306ae139ac98f432932286151dc0ec55580eca|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
103|123|3|40bd001563085fc35165329ea1ff5c5ecbdbbeef|77de68daecd823babbb58edb1c8e14d7106e83bb|934385f53d1bd0c1b8493e44d0dfd4c8e88a04bb|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
104|97|4|812ed4562d3211363a7b813aa9cd2cf042b63bb2|1b6453892473a467d07372d45eb05abc2031647a|78a8efcbaaa1a9a30f9f327aa89d0b6acaaffb03|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
105|8|1|fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f|356a192b7913b04c54574d18c28d46e6395428ab|e114c448f4ab8554ad14eff3d66dfeb3965ce8fc|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
106|97|3|812ed4562d3211363a7b813aa9cd2cf042b63bb2|77de68daecd823babbb58edb1c8e14d7106e83bb|7224f997fc148baa0b7f81c1eda6fcc3fd003db0|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
107|295|4|a02b857f2eff73e8e188f35529dd91f8144b23b9|1b6453892473a467d07372d45eb05abc2031647a|524e05dc77239f3a15dab766aaa59a9e432efde7|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
108|295|3|a02b857f2eff73e8e188f35529dd91f8144b23b9|77de68daecd823babbb58edb1c8e14d7106e83bb|17503a6b2326f09fbc4e3a7c03874c7333002038|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
109|287|4|f0a4acfc86dfa0637e085abf0bbaef7bd0ec5aa4|1b6453892473a467d07372d45eb05abc2031647a|a1422e6a168630cdd214ac5e31ca01ae1bee8d92|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
110|287|3|f0a4acfc86dfa0637e085abf0bbaef7bd0ec5aa4|77de68daecd823babbb58edb1c8e14d7106e83bb|5e796e48332af4142b10ca0f86e65d9bfdb05884|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
111|9|1|0ade7c2cf97f75d009975f4d720d1fa6c19f4897|356a192b7913b04c54574d18c28d46e6395428ab|6216f8a75fd5bb3d5f22b6f9958cdede3fc086c2|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
112|170|4|717b2f3d8816830549097908c134e1729c516542|1b6453892473a467d07372d45eb05abc2031647a|601ca99d55f00a2e8e736676b606a4d31d374fdd|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
113|170|3|717b2f3d8816830549097908c134e1729c516542|77de68daecd823babbb58edb1c8e14d7106e83bb|e993215bfdaa515f6ea00fafc1918f549119f993|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
114|130|4|2a7541babb57434e5631ffa2b5639e24f8ce84fc|1b6453892473a467d07372d45eb05abc2031647a|ecb7937db58ec9dea0c47db88463d85e81143032|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
115|130|3|2a7541babb57434e5631ffa2b5639e24f8ce84fc|77de68daecd823babbb58edb1c8e14d7106e83bb|efa6e44dfa0145249be273ecd84a97f534b04920|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
116|102|4|c8306ae139ac98f432932286151dc0ec55580eca|1b6453892473a467d07372d45eb05abc2031647a|683e725c03a87baaad2623231644e944e537acab|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
117|102|3|c8306ae139ac98f432932286151dc0ec55580eca|77de68daecd823babbb58edb1c8e14d7106e83bb|d0e2dbb0bac1917d360aaf52c01a2a4b669e8cdb|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
118|122|1|05a8ea5382b9fd885261bb3eed0527d1d3b07262|356a192b7913b04c54574d18c28d46e6395428ab|12f0de3dc76e067d21ed85125716e02e9f1e69f0|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
119|239|4|584130e068c3f0f36bf0a7ef9308031af8fb6462|1b6453892473a467d07372d45eb05abc2031647a|a2e33d344f272e100d4a8efeabc7ae8a60a8ba7a|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
120|239|3|584130e068c3f0f36bf0a7ef9308031af8fb6462|77de68daecd823babbb58edb1c8e14d7106e83bb|775bc5c30e27f0e562115d136e7f7edbd3cead89|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
121|20|1|91032ad7bbcb6cf72875e8e8207dcfba80173f7c|356a192b7913b04c54574d18c28d46e6395428ab|8bd7954c40c1e59a900f71ea3a266732609915b1|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
122|107|4|524e05dc77239f3a15dab766aaa59a9e432efde7|1b6453892473a467d07372d45eb05abc2031647a|05a8ea5382b9fd885261bb3eed0527d1d3b07262|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
123|107|3|524e05dc77239f3a15dab766aaa59a9e432efde7|77de68daecd823babbb58edb1c8e14d7106e83bb|40bd001563085fc35165329ea1ff5c5ecbdbbeef|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
124|137|4|e1a864f0b77f6c89794827a9035355dc8d052622|1b6453892473a467d07372d45eb05abc2031647a|f38cfe2e2facbcc742bad63f91ad55637300cb45|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
125|137|3|e1a864f0b77f6c89794827a9035355dc8d052622|77de68daecd823babbb58edb1c8e14d7106e83bb|0ca9277f91e40054767f69afeb0426711ca0fddd|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
126|148|4|536fb6934062440c464ca2eef82b0be8e6b36cc8|1b6453892473a467d07372d45eb05abc2031647a|114d4eefde1dae3983e7a79f04c72feb9a3a7efd|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
127|148|3|536fb6934062440c464ca2eef82b0be8e6b36cc8|77de68daecd823babbb58edb1c8e14d7106e83bb|008451a05e1e7aa32c75119df950d405265e0904|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
128|286|4|7edab1f00ca6b31e11f7eb2e61787ed747420923|1b6453892473a467d07372d45eb05abc2031647a|b4182bff4b3cf75f9e54f4990f9bd153c0c2973c|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
129|286|3|7edab1f00ca6b31e11f7eb2e61787ed747420923|77de68daecd823babbb58edb1c8e14d7106e83bb|8b7471f4ae0bf59f5f0a425068c05d96f4801b9e|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
130|23|1|d435a6cdd786300dff204ee7c2ef942d3e9034e2|356a192b7913b04c54574d18c28d46e6395428ab|2a7541babb57434e5631ffa2b5639e24f8ce84fc|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
131|243|4|4af7f9edc0f545f4de769f2e9e763df919915cab|1b6453892473a467d07372d45eb05abc2031647a|e794a80eb109162d579df51db6d52e223bb0e9be|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
132|243|3|4af7f9edc0f545f4de769f2e9e763df919915cab|77de68daecd823babbb58edb1c8e14d7106e83bb|91dfde1d6e005e422f64a59776234f1f4c80b5e4|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
135|118|1|12f0de3dc76e067d21ed85125716e02e9f1e69f0|356a192b7913b04c54574d18c28d46e6395428ab|40f7c01f4189510031adccd9c604a128adaf9b00|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
136|126|1|114d4eefde1dae3983e7a79f04c72feb9a3a7efd|356a192b7913b04c54574d18c28d46e6395428ab|9e071a3a594a8964cbefe784f8a6afaa94c0de17|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
137|29|1|7719a1c782a1ba91c031a682a0a2f8658209adbf|356a192b7913b04c54574d18c28d46e6395428ab|e1a864f0b77f6c89794827a9035355dc8d052622|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
138|155|4|9d8974baddfc0e53300829f37e5fc88b0f5ce61b|1b6453892473a467d07372d45eb05abc2031647a|56ad4d4deaec98465c419b4a8ea7bfc1ed38c4d9|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
139|155|3|9d8974baddfc0e53300829f37e5fc88b0f5ce61b|77de68daecd823babbb58edb1c8e14d7106e83bb|fa755791d0509bb06ae715a2072de724815ed84d|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
140|158|4|a3d12597f93e80f7f6a229cebb1c3e10d4f34ec3|1b6453892473a467d07372d45eb05abc2031647a|c28aca23f1ef3718a464383d925c66842078edaa|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
141|158|3|a3d12597f93e80f7f6a229cebb1c3e10d4f34ec3|77de68daecd823babbb58edb1c8e14d7106e83bb|c9ca442765657fc90e9e779c34d0d2259d2c3c5b|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
142|160|4|be057d4ca44c10a0fc1dfcffd99cce1490291dc7|1b6453892473a467d07372d45eb05abc2031647a|2a2b47bf21a372f267deccbb420567f3d450b3c0|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
143|160|3|be057d4ca44c10a0fc1dfcffd99cce1490291dc7|77de68daecd823babbb58edb1c8e14d7106e83bb|f47aea8bdcbd1179a1f3d91e6afeeb259488f2d1|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
144|31|1|632667547e7cd3e0466547863e1207a8c0c0c549|356a192b7913b04c54574d18c28d46e6395428ab|7320828c9153b2a9848d6bc45d3544236b22fc48|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
145|163|4|fd93751649ac3ea8f8772ba49c8c1fe068002835|1b6453892473a467d07372d45eb05abc2031647a|50336bc687eb161ee9fb0ddb8cf2b7e65bad865f|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
146|163|3|fd93751649ac3ea8f8772ba49c8c1fe068002835|77de68daecd823babbb58edb1c8e14d7106e83bb|3fcfb99ec010d4a8ba364f43169465d91ca39ada|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
147|285|4|367ac64a16d19e2afefcf7c5fab8666dda92f9de|1b6453892473a467d07372d45eb05abc2031647a|b3c0730cf3f50613e40561e67c871fdb92820cf9|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
148|285|3|367ac64a16d19e2afefcf7c5fab8666dda92f9de|77de68daecd823babbb58edb1c8e14d7106e83bb|536fb6934062440c464ca2eef82b0be8e6b36cc8|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
149|9|7|0ade7c2cf97f75d009975f4d720d1fa6c19f4897|902ba3cda1883801594b6e1b452790cc53948fda|39dfc9ffd3253c48c9af5dd55c4b3e4b4b5e6229|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
150|95|9|8e63fd3e77796b102589b1ba1e4441c7982e4132|0ade7c2cf97f75d009975f4d720d1fa6c19f4897|13682ac418603aa0966369d46bbf282f562acf47|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
151|238|1|5b7d26c4d99b922929b7c30ce06be0fd58a71500|356a192b7913b04c54574d18c28d46e6395428ab|b16a457a3302d7c1f4563df2ffc96dccf3779af7|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
152|127|1|008451a05e1e7aa32c75119df950d405265e0904|356a192b7913b04c54574d18c28d46e6395428ab|ac2646028f5b8b9bbf7a967f4ac71b8866135211|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
153|128|1|b4182bff4b3cf75f9e54f4990f9bd153c0c2973c|356a192b7913b04c54574d18c28d46e6395428ab|a6f16ab483da9847d431a822e6c85e144dc54f30|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
154|108|7|17503a6b2326f09fbc4e3a7c03874c7333002038|902ba3cda1883801594b6e1b452790cc53948fda|06349be70bd2d5dd98d36b9b8dba0a057500fdac|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
155|108|6|17503a6b2326f09fbc4e3a7c03874c7333002038|c1dfd96eea8cc2b62785275bca38ac261256e278|9d8974baddfc0e53300829f37e5fc88b0f5ce61b|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
156|129|1|8b7471f4ae0bf59f5f0a425068c05d96f4801b9e|356a192b7913b04c54574d18c28d46e6395428ab|6052521b7625e31d4ee9cc706732484fcf850877|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
157|70|6|b7103ca278a75cad8f7d065acda0c2e80da0b7dc|c1dfd96eea8cc2b62785275bca38ac261256e278|097ccd4f03d962011101c1221009e53461a0993f|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
158|131|1|e794a80eb109162d579df51db6d52e223bb0e9be|356a192b7913b04c54574d18c28d46e6395428ab|a3d12597f93e80f7f6a229cebb1c3e10d4f34ec3|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
159|68|6|b4c96d80854dd27e76d8cc9e21960eebda52e962|c1dfd96eea8cc2b62785275bca38ac261256e278|6b6277afcb65d33525545904e95c2fa240632660|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
165|140|1|c28aca23f1ef3718a464383d925c66842078edaa|356a192b7913b04c54574d18c28d46e6395428ab|74cbd2c215c2c13c4b6110ada96de8891b355dda|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
166|35|1|972a67c48192728a34979d9a35164c1295401b71|356a192b7913b04c54574d18c28d46e6395428ab|69e56976fc9bee70c1d2eaa85c0c8dea9f722a2f|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
167|51|1|b7eb6c689c037217079766fdb77c3bac3e51cb4c|356a192b7913b04c54574d18c28d46e6395428ab|708a77db476d737e54b8bf4663fc79b346d696d2|/Datavault/links/Participant 2 Business Unit/Participant 2 Business Unit CSM Snowflake|Participant 2 Business Unit CSM Snowflake|C:\BI_and_Data_Analytics\Workflows|2018-07-18 11:49:48.0
